split,image_path,width,height,near,far
train,datasets/static_frames_480x270/train/episode_0390_static_depth_L20_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0390_static_depth_L20_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0390_static_depth_L20_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0335_static_depth_L19_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00030.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00031.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00032.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00033.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0208_static_depth_L19_f00034.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0278_static_depth_L19_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00030.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00031.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00032.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00033.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00034.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00035.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00036.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00037.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00038.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00039.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00040.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0047_static_depth_L08_f00041.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0079_static_depth_L23_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0095_static_depth_L23_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0116_static_depth_L23_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00030.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00031.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00032.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00033.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0010_static_depth_L04_f00034.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0071_static_depth_L13_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0092_static_depth_L17_f00026.png,480,270,0.4,20.0
